Asset_ID,Asset_Type,Installation_Year,Last_Maintenance_Date,Total_Maintenance_Cost,Condition_Score,Failure_Impact_Score,Failure_History_Count,Operating_Hours,Environmental_Stress_Index,System_Importance_Score,Failure_Probability,Priority_Score,Budget_Constraint_Flag,Scheduled_Disposal_Year,RUL
A0908,Cable,2012,2019-07-19,911.84,3.33,71,8,61926,0.67,0.0,0.87,59.79,0,2031,1.04
A0909,Transformer,2015,2021-02-01,21962.35,1.25,83,4,10677,0.89,0.93,0.13,21.18,1,2031,3.76
A0910,Circuit Breaker,1982,2021-01-14,5084.96,6.68,86,6,76828,0.17,0.11,0.87,85.11,0,2034,3.44
A0911,Switchgear,1988,2020-11-20,37545.03,4.84,63,4,16089,0.92,0.41,0.51,42.74,0,2030,7.39
A0912,Cable,1987,2022-05-05,45770.16,5.93,57,6,5581,0.36,0.77,0.41,96.2,0,2035,9.71
A0913,Cable,2012,2021-02-14,21984.04,2.57,55,3,12907,0.54,0.44,0.17,72.29,1,2034,5.07
A0914,Transformer,1985,2019-09-21,13306.23,3.66,60,7,6609,0.49,0.95,0.7,64.46,1,2028,6.97
A0915,Switchgear,1983,2023-09-03,22002.96,6.97,99,9,52153,0.78,0.47,0.92,72.84,1,2027,6.25
A0916,Recloser,1992,2022-12-09,36310.67,9.69,62,9,51539,0.48,0.87,0.38,47.81,1,2033,9.47
A0917,Cable,1981,2020-02-16,948.18,1.45,30,6,45143,0.95,0.81,0.25,50.52,1,2034,0.53
A0918,Transformer,1984,2021-07-02,29677.97,9.01,93,9,23936,0.91,0.98,0.55,85.12,1,2028,11.45
A0919,Recloser,2006,2022-03-27,30857.94,6.19,22,4,51182,0.88,0.93,0.79,68.09,1,2032,5.44
A0920,Switchgear,2011,2021-10-05,32065.57,6.08,75,5,96042,0.16,0.9,0.01,89.72,0,2025,0.81
A0921,Cable,2000,2023-04-25,12480.09,5.5,84,4,14163,0.87,0.73,0.63,89.08,1,2031,8.35
A0922,Recloser,1987,2023-08-15,35845.61,1.62,29,6,60758,0.8,0.37,0.59,97.65,0,2030,0.0
A0923,Recloser,1987,2019-12-08,5023.88,1.81,41,1,47057,0.19,0.11,0.32,70.02,0,2025,0.76
A0924,Recloser,1982,2022-03-23,10363.88,6.41,42,4,13537,0.2,0.69,0.45,50.23,1,2028,9.47
A0925,Cable,1982,2021-05-12,43934.77,4.07,98,9,23419,0.19,0.98,0.25,16.63,1,2029,5.76
A0926,Cable,2001,2024-06-30,37066.8,9.26,65,2,43578,0.11,0.73,0.78,70.54,0,2035,9.77
A0927,Circuit Breaker,1985,2020-01-15,1180.4,4.66,31,8,75991,0.59,0.93,0.63,29.16,0,2032,1.17
A0928,Switchgear,1981,2021-07-10,12794.62,2.29,30,5,75599,0.98,0.8,0.53,28.29,1,2028,0.0
A0929,Transformer,2002,2024-05-27,11113.12,7.43,18,9,1834,0.49,0.16,0.39,23.83,0,2027,11.83
A0930,Recloser,1981,2020-12-23,13904.91,3.64,17,2,33214,0.59,0.25,0.3,87.51,0,2026,4.28
A0931,Circuit Breaker,1996,2022-03-28,12754.21,5.73,38,6,93934,0.97,0.34,0.82,86.8,0,2028,0.62
A0932,Transformer,2014,2020-04-09,3595.05,7.28,14,3,3413,0.33,0.17,0.45,63.1,0,2035,11.5
A0933,Circuit Breaker,2013,2020-03-23,23217.56,9.1,87,2,10505,0.87,0.58,0.5,47.3,1,2034,12.9
A0934,Cable,2002,2023-06-06,36770.31,8.13,89,7,3105,0.59,0.98,0.52,67.21,1,2028,12.51
A0935,Recloser,2009,2024-10-23,30533.22,7.09,79,3,69104,0.61,0.76,0.45,60.72,0,2034,4.69
A0936,Transformer,1987,2024-01-31,33807.15,7.12,56,0,59408,0.41,0.42,0.26,41.57,0,2029,5.7
A0937,Transformer,2001,2022-05-05,4516.88,9.51,22,5,38679,0.61,0.0,0.13,37.96,0,2031,10.55
A0938,Transformer,2015,2023-12-31,47598.79,3.66,67,9,80731,0.17,0.31,0.11,38.28,1,2033,0.0
A0939,Transformer,1984,2021-04-05,42005.35,1.01,56,0,66131,0.79,0.53,0.75,58.91,1,2026,0.0
A0940,Transformer,1992,2021-11-30,40351.97,3.45,19,4,65280,0.36,0.32,0.23,64.77,0,2029,0.84
A0941,Circuit Breaker,2008,2022-04-25,41237.7,2.96,57,6,16762,0.9,0.11,0.06,45.17,0,2035,5.14
A0942,Recloser,2010,2024-02-28,46669.17,6.96,44,5,59703,0.43,0.44,0.79,96.87,0,2034,5.48
A0943,Cable,1995,2021-08-21,27440.57,6.7,98,1,82434,0.23,0.25,0.16,8.38,1,2033,2.9
A0944,Cable,2009,2022-06-21,10413.96,6.34,35,3,64079,0.73,0.91,0.62,34.7,0,2027,4.32
A0945,Cable,1995,2020-04-22,31030.79,1.15,1,1,22577,0.25,0.1,0.34,41.91,0,2025,2.45
A0946,Cable,1991,2024-03-05,37272.63,7.56,52,0,2214,0.78,0.05,0.13,1.69,0,2026,11.94
A0947,Circuit Breaker,1996,2022-08-19,37026.91,3.91,85,2,87339,0.97,0.01,0.42,36.5,0,2030,0.0
A0948,Switchgear,1995,2023-03-24,26311.73,6.99,93,2,49114,0.8,0.33,0.02,27.37,0,2029,6.58
A0949,Recloser,1991,2020-05-03,3888.71,6.01,70,6,90234,0.12,0.66,0.83,50.6,1,2025,1.32
A0950,Transformer,1987,2022-07-25,18870.09,4.08,37,0,64230,0.64,0.73,0.51,33.64,1,2025,1.68
A0951,Switchgear,1999,2019-12-23,46077.95,2.21,65,8,33980,0.73,0.45,0.15,72.62,1,2035,2.54
A0952,Cable,1982,2019-10-08,29430.22,1.85,51,5,68194,0.84,0.68,0.24,50.99,0,2028,0.0
A0953,Switchgear,1995,2022-05-17,27147.43,8.48,1,3,78806,0.15,0.36,0.45,12.98,1,2028,5.33
A0954,Recloser,2009,2024-02-18,13808.25,9.27,91,2,38792,0.53,0.67,0.2,75.01,0,2030,10.26
A0955,Transformer,2002,2022-12-10,18738.22,6.85,21,2,46807,0.58,0.04,0.27,9.92,1,2030,6.65
A0956,Transformer,2007,2022-06-24,44819.63,1.93,53,1,23301,0.25,0.39,0.53,83.9,1,2034,3.28
A0957,Recloser,1984,2024-03-06,33489.92,4.62,16,1,6141,0.39,0.79,0.83,93.14,0,2030,8.13
A0958,Recloser,1999,2019-07-29,39475.66,7.56,61,9,14777,0.5,0.8,0.4,32.24,0,2025,10.68
A0959,Cable,1980,2021-12-09,22990.1,8.02,54,4,39346,0.85,0.72,0.71,92.61,0,2034,8.75
A0960,Transformer,2009,2023-08-08,31697.24,2.06,40,8,55703,0.94,0.2,0.87,79.3,1,2033,0.19
A0961,Switchgear,2000,2022-05-12,12794.99,1.0,26,1,95977,0.67,0.25,0.22,92.24,0,2035,0.0
A0962,Circuit Breaker,1999,2024-03-30,35420.31,7.41,80,1,48819,0.46,1.0,0.8,66.63,1,2031,7.09
A0963,Circuit Breaker,1985,2024-06-30,21666.27,4.21,92,5,29469,0.33,0.1,0.75,23.56,1,2031,5.31
A0964,Recloser,2001,2021-12-28,22406.0,3.29,65,9,4845,0.98,0.18,0.36,89.45,1,2035,6.71
A0965,Cable,1997,2019-07-24,32641.46,1.12,100,1,24290,0.98,0.13,0.98,18.43,0,2031,2.24
A0966,Circuit Breaker,1987,2023-09-06,46845.89,5.86,74,3,31699,0.93,0.33,0.27,21.31,0,2026,7.01
A0967,Transformer,2011,2024-05-16,3668.31,8.66,64,5,45252,0.81,0.21,0.26,27.11,0,2026,8.91
A0968,Recloser,2012,2020-04-24,41324.79,9.62,43,4,99682,0.39,0.5,0.77,30.42,1,2030,4.56
A0969,Switchgear,1995,2024-08-01,14972.96,6.09,17,0,4293,0.84,0.48,0.44,51.45,1,2031,10.02
A0970,Recloser,1991,2024-12-02,22474.01,5.63,59,5,58089,0.47,0.9,0.33,71.35,0,2027,4.1
A0971,Switchgear,2013,2022-04-10,1584.71,1.77,23,0,17608,0.39,0.03,0.19,92.62,1,2028,3.67
A0972,Recloser,1993,2020-01-16,15401.78,5.94,7,2,67273,0.77,0.32,0.76,8.84,1,2027,3.54
A0973,Recloser,2015,2022-08-01,25380.25,4.42,44,9,17619,0.17,0.6,0.78,95.44,1,2031,6.75
A0974,Recloser,2012,2023-03-04,3280.72,6.46,53,4,79006,0.14,0.6,0.57,92.13,0,2031,2.96
A0975,Switchgear,2002,2024-05-26,24809.24,4.5,71,9,88908,0.5,0.48,0.95,5.4,1,2028,0.0
A0976,Switchgear,1981,2020-07-14,46391.98,3.16,79,4,82653,0.5,0.82,0.32,36.03,1,2031,0.0
A0977,Recloser,2000,2023-07-06,5716.96,1.85,34,9,15779,0.91,0.06,0.23,81.31,0,2029,3.94
A0978,Circuit Breaker,1981,2023-09-18,38339.82,3.83,46,5,52040,0.21,0.82,0.67,61.16,0,2025,2.61
A0979,Cable,2006,2019-08-07,20778.72,1.87,68,9,95830,0.21,0.49,0.75,77.91,0,2034,0.0
A0980,Cable,1988,2019-11-21,32931.1,2.59,78,7,57325,0.23,0.13,0.23,71.9,0,2028,0.64
A0981,Cable,1980,2019-11-30,13381.71,9.89,78,4,22630,0.13,0.89,0.09,49.68,0,2031,12.6
A0982,Switchgear,1990,2024-07-13,8394.87,5.0,16,0,13178,0.16,0.65,0.8,4.12,0,2026,7.87
A0983,Switchgear,1982,2021-08-06,8442.9,5.79,71,4,20935,0.69,0.16,0.97,58.43,1,2026,8.01
A0984,Circuit Breaker,2002,2023-06-19,3989.35,8.86,96,2,48258,0.49,0.03,0.64,4.86,1,2025,8.84
A0985,Cable,2005,2024-04-20,9689.51,9.96,19,3,23784,0.79,0.14,0.28,60.37,1,2026,12.57
A0986,Cable,1983,2021-04-06,33378.86,6.24,2,7,64722,0.99,0.61,0.99,80.04,1,2034,4.14
A0987,Recloser,1997,2020-05-25,44143.69,8.31,10,6,24027,0.69,0.18,0.89,58.5,0,2032,10.63
A0988,Switchgear,1985,2022-04-29,40799.22,3.94,50,4,97544,0.15,0.23,0.51,99.7,1,2035,0.0
A0989,Cable,2014,2021-04-17,34414.15,3.75,81,1,58853,0.19,0.03,0.82,45.59,0,2032,1.83
A0990,Circuit Breaker,2001,2020-04-30,5966.38,4.62,12,5,68359,0.89,0.72,0.81,74.88,0,2032,1.89
A0991,Circuit Breaker,1994,2023-08-31,14814.78,7.05,70,5,73388,0.57,0.81,0.93,66.72,1,2025,4.21
A0992,Cable,2001,2021-01-08,15835.44,7.14,22,9,79608,0.84,0.8,0.83,99.14,1,2025,3.69
A0993,Switchgear,1991,2023-06-01,12872.87,3.84,32,9,77669,0.87,0.13,0.64,71.32,0,2034,0.05
A0994,Circuit Breaker,1997,2023-11-06,25992.78,2.2,84,5,16111,0.93,0.9,0.61,16.4,0,2028,4.32
A0995,Recloser,2014,2019-09-30,27009.91,6.69,1,8,33312,0.95,0.67,0.47,95.55,0,2030,7.81
A0996,Circuit Breaker,2009,2020-01-11,18165.86,2.15,54,7,25161,0.6,0.9,0.62,66.78,0,2032,3.35
A0997,Transformer,2003,2022-08-11,18012.56,6.21,58,7,68313,0.41,0.45,0.79,5.93,1,2026,3.75
A0998,Transformer,2009,2021-07-21,41513.5,7.24,70,0,51374,0.97,0.44,0.96,65.76,0,2027,6.64
A0999,Switchgear,1993,2024-05-07,39570.0,7.31,83,4,25014,0.59,0.78,0.47,88.31,1,2030,9.37
A1000,Cable,1985,2021-10-21,15735.89,7.78,18,6,81308,0.16,0.09,0.57,57.7,0,2034,4.27
